 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"L
V
L",,"L
V
L",,,,,,,,,,HEALING,DAMAGE,,,,,ADDITIONAL,SAVE,,,,,,,,,,,,,,,,:)
"
",2,FALSE,2,FLAMING SPHERE,Flaming Sphere,FLAMING SPHERE,,CONJ,,,,,"SEE MINIONS
AND NPCS",FIRE,18m,2m,,,SUMMON,TRUE,DEX,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
"
",2,FALSE,2,GUST OF WIND,Gust of Wind,GUST OF WIND,,EVOC,,,,,,,Self,12m (L),OFF BALANCE,,KNOCKBACK,FALSE,STR,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,
"
",2,FALSE,2,HEAT METAL,Heat Metal,HEAT METAL,,TRAN,,,,,1D8*level,FIRE,18m,,HEAT METAL,10,,FALSE,CON,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,HOLD PERSON,Hold Person,HOLD PERSON,,ENCH,,,,,,,18m,,"HOLD PERSON
INCAPACITED",10,CONTROL,FALSE,WIS,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
"
",2,FALSE,2,INVISIBILITY,Invisibility,INVISIBILITY,,ILLU,,,,,,,1.5m,,INVISIBLE,10,,FALSE,,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
"
",2,FALSE,2,KNOCK,Knock,KNOCK,,TRAN,,,,,,,18m,,,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,LESSER RESTORATION,Lesser Restoration,LESSER RESTORATION,,ABJU,,,,,,,"2m
5ft",,"DISEASED
POISONED
PARALYSIS
POISON",,CLEANSE,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,MAGIC WEAPON,Magic Weapon,MAGIC WEAPON,,TRAN,,,,,,,1.5m,,MAGIC WEAPON,LR,,FALSE,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,
"
",2,FALSE,2,MELF'S ACID ARROW,Melf's Acid Arrow,MELF'S ACID ARROW,,EVOC,,,,,"3D4 + 1D4*level
1D4*level PER TURN",ACID,18m,,,,,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,
"
",2,FALSE,2,MIRROR IMAGE,Mirror Image,MIRROR IMAGE,,ILLU,,,,,,,Self,,MIRROR IMAGE,10,,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,MISTY STEP,Misty Step,MISTY STEP,,CONJ,,,,,,,18m,,,,TELEPORT*,FALSE,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,MOONBEAM,Moonbeam,MOONBEAM,,EVOC,,,,,1D10*level,RADIANT,18m,1m,MOONBEAM*,10,,TRUE,CON,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,PASS WITHOUT TRACE,Pass Without Trace,PASS WITHOUT TRACE,,ABJU,,,,,,,Self,9m,"PASS WITHOUT 
TRACE",LR,,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,PHANTASMAL FORCE,Phantasmal Force,PHANTASMAL FORCE,,ILLU,,,,,1D6,PSYCHIC*,18m,,,10,,FALSE,INT,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,PRAYER OF HEALING,Prayer of Healing,PRAYER OF HEALING,,EVOC,,,,,1D8*level,,Self,9m,,,HEALING,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,PROTECTION FROM POISON,Protection from Poison,PROTECTION FROM POISON,,ABJU,,,,,,POISON,1.5m,,"POISON
PROTECTION
 FROM POISON",LR,CLEANSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"
",2,FALSE,2,RAY OF ENFEEBLEMENT,Ray of Enfeeblement,RAY OF ENFEEBLEMENT,,NECR,,,,,,POISON,18m,,FEEBLE,10,,FALSE,CON,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,SCORCHING RAY,Scorching Ray,SCORCHING RAY,,EVOC,,,,,2D6 + 2D6*level,FIRE,18m,,,,,FALSE,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,SEE INVISIBILITY,See Invisibility,SEE INVISIBILITY,,DIVI,,,,,,,Self,9m,SEE INVISIBILITY,LR,,FALSE,DEX,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",2,FALSE,2,SHADOW BLADE,Shadow Blade,SHADOW BLADE,,ILLU,,,,,1D8 +1D8*(level/2),PSYCHIC,"Weapon
Range",,SHADOW BLADE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,SHATTER,Shatter,SHATTER,,EVOC,,,,,1D8 + 1D8*level,THUNDER,18m,3m,,,,TRUE,CON,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,
"
",2,FALSE,2,SILENCE,Silence,SILENCE,,ILLU,,,,,,,18m,6m,SILENCE,100,CONTROL,FALSE,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,SPIKE GROWTH,Spike Growth,SPIKE GROWTH,,TRAN,,,,,2D4 ON MOVE,PIERCING,18m,6m,DIFFICULT TERRAIN,,,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,SPIRITUAL WEAPON,Spiritual Weapon,SPIRITUAL WEAPON,,EVOC,,,,,"SEE MINIONS 
AND NPCS",FORCE,18m,,,10,SUMMON,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,TRUE,2,WARDING BOND,Warding Bond,WARDING BOND,,ABJU,,,,,,,1.5m,,WARDING BOND,LR,,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",2,FALSE,2,WEB,Web,WEB,,CONJ,,,,,,,18m,,ENWEBBED,1,CONTROL,FALSE,DEX,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,ANIMATE DEAD,Animate Dead,ANIMATE DEAD,,NECR,,,,,"SEE MINIONS 
AND NPCS",,3m,,,LR,SUMMON,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,BEACON OF HOPE,Beacon of Hope,BEACON OF HOPE,,ABJU,,,,,,,Self,9m,BEACON OF HOPE,10,,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,BESTOW CURSE,Bestow Curse,BESTOW CURSE,,NECR,,,,,,,1.5m,,BESTOW CURSE*,10,,FALSE,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,BLINDING SMITE,Blinding Smite,BLINDING SMITE,,EVOC,,,,,3D8,RADIANT,1.5m,,BLINDED,,,FALSE,CON,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,BLINK,Blink,BLINK,,TRAN,,,,,,,6m,,BLINK,10,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,CALL LIGHTNING,Call Lightning,CALL LIGHTNING,,CONJ,,,,,3D3*level,LIGHTNING,18m,2m,CALL LIGHTNING,10,,TRUE,DEX,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,CONJURE BARRAGE,Conjure Barrage,CONJURE BARRAGE,,CONJ,,,,,"WEAPON DAMAGE
2D8",FLEXIBLE,Self,9m (C),,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,COUNTERSPELL,Counterspell,COUNTERSPELL,,ABJU,,,,,,,18m,,,,,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,CRUSADER'S MANTLE,Crusader's Mantle,CRUSADER'S MANTLE,,EVOC,,,,,,RADIANT,Self,9m,"CRUSADERS
MANTLE",10,,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,DAYLIGHT,Daylight,DAYLIGHT,,EVOC,,,,,,,18m,15m,DAYLIGHT,LR,,TRUE,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,ELEMENTAL WEAPON,Elemental Weapon,ELEMENTAL WEAPON,,TRAN,,,,,,"ACID
COLD
FIRE
LIGHTNING
THUNDER",18m,,"ELEMENTAL 
WEAPON",LR,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,FEAR,Fear,FEAR,,ILLU,,,,,,,Self,9m (C),FEARED,2,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,FEIGN DEATH,Feign Death,FEIGN DEATH,,NECR,,,,,,,1.5m,,FEIGNING DEATH,10,,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,FIREBALL,Fireball,FIREBALL,,EVOC,,,,,5D6 + 1D6*level,FIRE,18m,6m,,,,TRUE,DEX,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,GASEOUS FORM,Gaseous Form,GASEOUS FORM,,TRAN,,,,,,,1.5m,,GASEOUS FORM,LR,,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: ACID,Glyph of Warding,GLYPH OF WARDING: ACID,,ABJU,,,,,2d8 + 1d8*level,ACID,9m,4m,,LR,,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: COLD,Glyph of Warding,GLYPH OF WARDING: COLD,,ABJU,,,,,2d8 + 1d8*level,COLD,9m,4m,,LR,,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: DETONATION,Glyph of Warding,GLYPH OF WARDING: DETONATION,,ABJU,,,,,,,9m,4m,,LR,KNOCKBACK,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: FIRE,Glyph of Warding,GLYPH OF WARDING: FIRE,,ABJU,,,,,2d8 + 1d8*level,FIRE,9m,4m,,LR,,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: LIGHTNING,Glyph of Warding,GLYPH OF WARDING: LIGHTNING,,ABJU,,,,,2d8 + 1d8*level,LIGHTNING,9m,4m,,LR,,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: SLEEP,Glyph of Warding,GLYPH OF WARDING: SLEEP,,ABJU,,,,,,,9m,4m,SLEEP,LR,CONTROL,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GLYPH OF WARDING: THUNDER,Glyph of Warding,GLYPH OF WARDING: THUNDER,,ABJU,,,,,2d8 + 1d8*level,THUNDER,9m,4m,,LR,,FALSE,DEX,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,GRANT FLIGHT,Grant Flight,GRANT FLIGHT,,TRAN,,,,,,,1.5m,,FLIGHT,10,,FALSE,,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
"
",3,FALSE,3,HASTE,Haste,HASTE,,TRAN,,,,,,,9m,,HASTENED,10,,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,
"
",3,FALSE,3,HUNGER OF HADAR,Hunger of Hadar,HUNGER OF HADAR,,CONJ,,,,,"2D6 PER TURN START
2D6 PER TURN END","COLD
ACID",18m,6m,"DIFFICULT TERRAIN
BLINDED",10,CONTROL,FALSE,DEX,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
"
",3,FALSE,3,HYPNOTIC PATTERN,Hypnotic Pattern,HYPNOTIC PATTERN,,CONJ,,,,,,,18m,9m,HYPNOTISED,2,CONTROL,FALSE,WIS,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,LIGHTNING ARROW,Lightning Arrow,LIGHTNING ARROW,,TRAN,,,,,"4D8
2D8 AoE",LIGHTNING,18m,3m,,,,TRUE,DEX,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,LIGHTNING BOLT,Lightning Bolt,LIGHTNING BOLT,,EVOC,,,,,5D6 +1D6*level,LIGHTNING,Self,30m (L),,,,TRUE,DEX,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,MASS HEALING WORD,Mass Healing Word,MASS HEALING WORD,,EVOC,,,,,1D4,,Self,18m,,,HEALING,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,PLANT GROWTH,Plant Growth,PLANT GROWTH,,TRAN,,,,,,,18m,6m,PLANT GROWTH,10,CONTROL,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
"
",3,FALSE,3,PROTECTION FROM ENERGY,Protection from Energy,PROTECTION FROM ENERGY,,ABJU,,,,,,"ACID
COLD
FIRE
LIGHTNING
THUNDER",1.5m,,,LR,RESISTANCE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,REMOVE CURSE,Remove Curse,REMOVE CURSE,,ABJU,,,,,,,1.5m,,,,CLEANSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,REVIVIFY,Revivify,REVIVIFY,,NECR,,,,,,,9m,9m,,,,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,SLEET STORM,Sleet Storm,SLEET STORM,,CONJ,,,,,,COLD,18m,9m,"DIFFICULT TERRAIN
PRONE",10,CONTROL,FALSE,DEX,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",3,FALSE,3,SLOW,Slow,SLOW,,TRAN,,,,,,,18m,,SLOWED,,CONTROL,FALSE,WIS,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,SPEAK WITH DEAD,Speak with Dead,SPEAK WITH DEAD,,NECR,,,,,,,9m,,"SPEAK WITH 
DEAD",LR,,FALSE,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
"
",3,FALSE,3,SPIRIT GUARDIANS,Spirit Guardians,SPIRIT GUARDIANS,,CONJ,,,,,1D8*level,"RADIANT
NECROTIC",Self,3m,"SPIRIT
GUARDIANS",10,CONTROL,TRUE,WIS,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",3,FALSE,3,STINKING CLOUD,Stinking Cloud,STINKING CLOUD,,CONJ,,,,,,,18m,6m,"NAUSEOUS
POISONED",10,,FALSE,CON,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,VAMPIRIC TOUCH,Vampiric Touch,VAMPIRIC TOUCH,,NECR,,,,,"1D6*level
(1D6*level)*0.5",NECROTIC,1.5m,,VAMPIRIC TOUCH,10,HEALING,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",3,FALSE,3,WARDEN OF VITALITY,Warden of Vitality,WARDEN OF VITALITY,,EVOC,,,,,2D6 PER TURN,,Self,9m,"WARDEN OF
VITALITY",10,HEALING,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,BANISHMENT,Banishment,BANISHMENT,,ABJU,,,,,,,18m,,BANISHED*,2,CONTROL,FALSE,CHA,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
"
",4,FALSE,4,BLIGHT,Blight,BLIGHT,,NECR,,,,,4D4 + 1D4*level,NECROTIC,9m,,,,,TRUE,CON,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
"
",4,FALSE,4,CONFUSION,Confusion,CONFUSION,,ENCH,,,,,,,18m,6m,,,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,"CONJURE 
MINOR ELEMENTAL","Conjure 
Minor Elemental","CONJURE 
MINOR ELEMENTAL",,CONJ,,,,,"SEE MINIONS
 AND NPCS","FIRE
LIGHTNING
COLD",,,,,SUMMON,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,"CONJURE 
WOODLAND BEINGS","Conjure 
Woodland Beings","CONJURE 
WOODLAND BEINGS",,CONJ,,,,,"SEE MINIONS 
AND NPCS",,,,,,SUMMON,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,DEATH WARD,Death Ward,DEATH WARD,,ABJU,,,,,,,1.5m,,DEATH WARD,LR,,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,DIMENSION DOOR,Dimension Door,DIMENSION DOOR,,CONJ,,,,,,,1.5m,,,,TELEPORT*,FALSE,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",4,FALSE,4,DOMINATE BEAST,Dominate Beast,DOMINATE BEAST,,ENCH,,,,,,,18m,,DOMINATED,10,CONTROL,FALSE,WIS,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
"
",4,FALSE,4,EVARD'S BLACK TENTACLES,Evard's Black Tentacles,EVARD'S BLACK TENTACLES,,CONJ,,,,,,NECROTIC,18m,6m,,,CONTROL,FALSE,STR,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",4,FALSE,4,FIRE SHIELD,Fire Shield: Warm,FIRE SHIELD,,EVOC,,,,,2D8 WHEN STRUCK,"FIRE
COLD",1.5m,,FIRE SHIELD,10,RESISTANCE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",4,FALSE,4,FIRE SHIELD: CHILL,Fire Shield: Chill,FIRE SHIELD: CHILL,,EVOC,,,,,2D8 WHEN STRUCK,"COLD
FIRE",1.5m,,FIRE SHIELD: CHILL,10,RESISTANCE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",4,FALSE,4,FREEDOM OF MOVEMENT,Freedom of Movement,FREEDOM OF MOVEMENT,,ABJU,,,,,,,1.5m,,"FREEDOM
 OF MOVEMENT",LR,,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,GRASPING VINE,Grasping Vine,GRASPING VINE,,CONJ,,,,,"SEE MINIONS 
AND NPCS",,9m,,,,SUMMON,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,GREATER INVISIBILITY,Greater Invisibility,GREATER INVISIBILITY,,ILLU,,,,,,,1.5m,,"GREATER
INVISIBILITY",,,FALSE,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
"
",4,FALSE,4,GUARDIAN OF FAITH,Guardian of Faith,GUARDIAN OF FAITH,,CONJ,,,,,"SEE MINIONS 
AND NPCS",RADIANT,9m,,,,SUMMON,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",4,FALSE,4,ICE STORM,Ice Storm,ICE STORM,,EVOC,,,,,"1D8*(level-2)
4D6","BLUDGEON
COLD",18m,6m,,,CONTROL,TRUE,DEX,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,OTILUKE'S RESILIENT SPHERE,Otiluke's Resilient Sphere,OTILUKE'S RESILIENT SPHERE,,EVOC,,,,,,,9m,,"OTILUKE'S 
RESILIENT SPHERE",3,,FALSE,DEX,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,PHANTASMAL KILLER,Phantasmal Killer,PHANTASMAL KILLER,,ILLU,,,,,"1D10*level 
PER TURN",PSYCHIC,18m,,PHANTASMAL KILLER,10,,FALSE,DEX,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,POLYMORPH,Polymorph,POLYMORPH,,TRAN,,,,,,,18m,,POLYMORPHED,5,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,
"
",4,FALSE,4,STAGGERING SMITE,Staggering Smite,STAGGERING SMITE,,EVOC,,,,,4D6,PSYCHIC,"Weapon
Range",,STAGGER,,,FALSE,WIS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
"
",4,FALSE,4,STONESKIN,Stoneskin,STONESKIN,,ABJU,,,,,,,1.5m,,STONESKIN,LR,,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",4,FALSE,4,WALL OF FIRE,Wall of Fire,WALL OF FIRE,,EVOC,,,,,"1D8*(level+1) 
PER TURN",FIRE,18m,6m,"BURNING
WALL OF FIRE",LR,,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",5,FALSE,5,,,BANISHING SMITE,,ABJU,,,,,5D10,FORCE,"Weapon
Range",,BANISHED,,,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,CLOUDKILL,Cloudkill,CLOUDKILL,,CONJ,,,,,1D8*level PER TURN,POISON,18m,6m,CLOUDKILL,,,TRUE,CON,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",5,FALSE,5,CONE OF COLD,Cone of Cold,CONE OF COLD,,EVOC,,,,,3D8 + 1D8*level,COLD,Self,9m (C),,,,TRUE,CON,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
