Name,Image,Location,Attack Type,Type,Rarity,Weight,Cost,Range,Hold Type,Finesse,Light,Thrown,Ench.,DMG Type 1,DMG1 1H,DMG1 2H,DMG Type 2,DMG2,DMG Type 3,DMG3,Spell,Level,Recharge,Weapon Action,Action,Recharge,Features,Off-hand Only Feature,Off-hand Action,Resistance,AC Bonus,Act,Usable,DONE,,,Melee,Ranged
Skybreaker,,,Melee,Light Hammers,Uncommon,0.9kg,65,1.5m,One-Handed,FALSE,TRUE,TRUE,1,Bludgeoning,1d4,1d4,,,,,Searing Smite,1,Long Rest,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Skybreaker is an uncommon +1 Light Hammer that grants the wielder the spell Searing Smite.,,Skybreaker,
Wulbren's Hammer,,,Melee,Light Hammers,Uncommon,0.9kg,65,1.5m,One-Handed,FALSE,TRUE,TRUE,1,Bludgeoning,1d4,1d4,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,2,TRUE,FALSE,Wulbren's Hammer is an uncommon +1 Light Hammer that deals an extra 2d4 Force damage on each hit against constructs and world objects.,,Wulbren's Hammer,
Crude Mace,,,Melee,Maces,Common,1.8kg,30,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Crude Mace is a common variant of the Maces family of weapons. It is a simple melee weapon wielded in one hand.,,Crude Mace,
Deva Mace,,,Melee,Maces,Common,1.8kg,30,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d6,Radiant,4d8,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Deva Mace is a common variant of the Maces family of weapons wielded by Deva.,,Deva Mace,
Mace,,,Melee,Maces,Common,1.8kg,30,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Mace is a common variant of the Maces family of weapons. It is a simple melee weapon wielded in one hand.,,Mace,
Rusty Mace,,,Melee,Maces,Common,1.8kg,3,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Rusty Mace is a common variant of the Maces family of weapons. It is a simple melee weapon wielded in one hand.,,Rusty Mace,
Ceremonial Mace,,,Melee,Maces,Uncommon,1.8kg,40,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"Ceremonial Mace is an uncommon, lightly enchanted (+1) Mace. While functionally the same as a Mace +1, it is used for solving the puzzle inside the Rosymorn Monastery chapel.",,Ceremonial Mace,
Infernal Mace (Uncommon),,,Melee,Maces,Uncommon,1.8kg,65,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d6,Poison,3,,,,,,Concussive Smash,Main Hand Attack,,Infernal Weapon,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Infernal Mace is an uncommion +1 Mace that deals an extra 3 Poison damage and possibly Poisons the target on a hit.,,Infernal Mace (Uncommon),
Loviatar's Scourge,,,Melee,Maces,Uncommon,1.8kg,370,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d6,Necrotic,1d6,,,,,,Concussive Smash,Main Hand Attack,,Willing Whip,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"Loviatar's Scourge is an uncommon Mace that grants the wielder resistance to Necrotic damage. It also deals additional Necrotic damage to all nearby creatures, including the wielder.",,Loviatar's Scourge,
Mace +1,,,Melee,Maces,Uncommon,1.8kg,40,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Mace +1 is an uncommon, lightly enchanted (+1) variant of the Maces family of weapons. It is a simple melee weapon wielded in one hand.",,Mace +1,
Xyanyde,,,Melee,Maces,Uncommon,1.8kg,330,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,Xyanyde's Fire,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"Xyanyde is an uncommon +1 Mace which applies Faerie Fire on targets that the wielder misses, once per Short Rest.",,Xyanyde,
Adamantine Mace,,,Melee,Maces,Rare,1.9kg,190,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,"Diamondsbane, Lethal Weapon (Bludgeoning)",,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Adamantine Mace is a rare +1 Mace that automatically critical hits objects and ignores Resistance to Bludgeoning damage.,,Adamantine Mace,
Infernal Mace,,,Melee,Maces,Rare,1.8kg,190,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d6,Poison,3,,,,,,Concussive Smash,Main Hand Attack,,Infernal Weapon,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Infernal Mace is a rare +2 Mace which deals an extra 3 Poison damage and possibly Poisons the target on a hit.,,Infernal Mace,
Mace +2,,,Melee,Maces,Rare,1.8kg,95,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Mace +2 is a rare, moderately enchanted (+2) variant of the Maces family of weapons. It is a simple melee weapon wielded in one hand.",,Mace +2,
Shattered Flail,,,Melee,Maces,Rare,1.8kg,190,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d6,,,,,,,,Concussive Smash,Main Hand Attack,,Yeenoghu's Gift,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Shattered Flail is a rare +2 Mace that heals the wielder when they hit an enemy - at the cost of potentially going mad when they stop attacking.,,Shattered Flail,
Handmaiden's Mace,,,Melee,Maces,Very Rare,1.8kg,480,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d6,Poison,1d6,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,3,TRUE,FALSE,Handmaiden's Mace is a very rare +2 Mace which sets the wielder's Strength to 18.,,Handmaiden's Mace,
Devotee's Mace,,,Melee,Maces,Story Item,1.8kg,640,1.5m,One-Handed,FALSE,FALSE,FALSE,3,Bludgeoning,1d6,1d6,Radiant,1d8,,,Healing Incense Aura,,Long Rest,"Concussive Smash, Backbreaker",Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,FALSE,"The Devotee's Mace is a legendary +3 Mace that deals extra Radiant damage on hit, and can create a healing aura which heals the wielder and nearby allies.",,Devotee's Mace,
The Blood of Lathander,,,Melee,Maces,Story Item,1.8kg,640,1.5m,One-Handed,FALSE,FALSE,FALSE,3,Bludgeoning,1d6,1d6,,,,,Sunbeam,6,Long Rest,Concussive Smash,Main Hand Attack,,"Lathander's Blessing, Lathander's Light",,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"The Blood of Lathander is a legendary + 3 Mace found through the ⁠Find the Blood of Lathander quest. It continuously sheds light, blinds nearby Fiends and Undead with its light, can prevent death as well as heal its wielder, and allows the wielder to cast Sunbeam.",,The Blood of Lathander,
Rusty Sickle,,,Melee,Sickles,Common,0.9kg,1,1.5m,One-Handed,FALSE,TRUE,FALSE,,Slashing,1d4,1d4,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Rusty Sickle is a common variant of the Sickles family of weapons. It is a simple melee weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.,,Rusty Sickle,
Pactbound Sickle,,,Melee,Sickles,Common,0.9kg,0,1.5m,One-Handed,FALSE,TRUE,FALSE,,Slashing,1d8,1d8,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"A weapon summoned by Hexblades with the Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Pactbound Sickle,
Sickle,,,Melee,Sickles,Common,0.9kg,10,1.5m,One-Handed,FALSE,TRUE,FALSE,,Slashing,1d4,1d4,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Sickle is a mundane, nonmagical variant of the Sickles family of weapons. It is a simple melee weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.",,Sickle,
Sickle (Redcap),,,Melee,Sickles,Common,0.9kg,10,1.5m,One-Handed,FALSE,TRUE,FALSE,,Slashing,2d4,2d4,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Sickle (Redcap) is a mundane, nonmagical variant of the Sickles family of weapons. It is a simple melee weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.",,Sickle (Redcap),
Sickle of BOOOAL,,,Melee,Sickles,Rare,0.9kg,190,1.5m,One-Handed,FALSE,TRUE,FALSE,,Slashing,2d4,2d4,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Sickle of BOOOAL is a rare variant of the Sickles family of weapons. It is a Simple melee weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.,,Sickle of BOOOAL,
Sussur Sickle,,,Melee,Sickles,Rare,0.9kg,120,1.5m,One-Handed,FALSE,TRUE,FALSE,1,Slashing,1d4,1d4,,,,,,,,Lacerate,Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,FALSE,"The Sussur Sickle is a Rare + 1 Sickle which can silence the targets it strikes, making it very useful against spellcasters.",,Sussur Sickle,
Wavemother's Sickle,,,Melee,Sickles,Rare,0.9kg,190,1.5m,One-Handed,FALSE,TRUE,FALSE,2,Slashing,1d4,1d4,Cold,1d4,,,,,,Lacerate,Main Hand Attack,,Watery Guidance,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,"Wavemother's Sickle is a rare, + 2 Sickle that grants the wielder Advantage against targets with the Wet condition.",,Wavemother's Sickle,
Ritual Staff,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"The Ritual Staff is a mundane, nonmagical variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Ritual Staff,
Twisted Oak Crook,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"Twisted Oak Crook is a common, lightly enchanted (+1) variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. It's a light weapon that anyone can dual-wield without special training.",,Twisted Oak Crook,
Druid Quarterstaff,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,The Druid Quarterstaff is a visually different variant of the regular Quarterstaff. The only change is in appearance; all actual attributes are exactly the same. Custom characters of the Druid class start the game with this weapon.,,Druid Quarterstaff,
Quarterstaff,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"Quarterstaff is a mundane, nonmagical variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Quarterstaff,
Staff,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"Staff is a mundane, nonmagical variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Staff,
Staff of the Moonmaiden,,,Melee,Quarterstaves,Common,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"The Staff of the Moonmaiden is a mundane, nonmagical variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Staff of the Moonmaiden,
Corellon's Grace,,,Melee,Quarterstaves,Uncommon,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,"Natural Pugilist, Unhampered Resistance",,,,,1,TRUE,TRUE,Corellon's Grace is an uncommon Quarterstaff that increases the wielder's Saving Throws if the wielder is not wearing any armour. They also gain a bonus to Attack Rolls and Damage Rolls if attacking while unarmed.,,Corellon's Grace,
Melf's First Staff,,,Melee,Quarterstaves,Uncommon,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,,,,,Melf's Acid Arrow,2,Long Rest,Topple,Main Hand Attack,,Arcane Enchantment (Melf's First Staff),,,,,1,TRUE,TRUE,"The Melf's First Staff is an uncommon +1 Quarterstaff that improves Spell Save DC and Spell Attack Rolls, and allows the wearer to cast Melf's Acid Arrow.",,Melf's First Staff,
Nature's Snare,,,Melee,Quarterstaves,Uncommon,1.8kg,400,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,Fly Trap,,,,,1,TRUE,TRUE,Nature's Snare is a variant of the Quarterstaves family of weapons that gives its wielder a chance to Ensnare non-plants and non-beasts on hit.,,Nature's Snare,
Quarterstaff +1,,,Melee,Quarterstaves,Uncommon,1.8kg,65,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"Quarterstaff +1 is an uncommon, lightly enchanted (+1) variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Quarterstaff +1,
Rain Dancer,,,Melee,Quarterstaves,Uncommon,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,Create Water,1,Short Rest,Topple,Main Hand Attack,,,,,,,1,TRUE,TRUE,"Rain Dancer is an uncommon Quarterstaff that grants the wielder the ability to cast Create Water, once per Short Rest.",,Rain Dancer,
Staff of a Mumbling Wizard,,,Melee,Quarterstaves,Uncommon,1.8kg,10,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,Firebolt?,,Per Turn,Topple,Main Hand Attack,,,,,,,3,TRUE,TRUE,Staff of a Mumbling Wizard is a Quarterstaff that allows the user to cast a variant of Fire Bolt that has a chance to cast Fireball instead.,,Staff of a Mumbling Wizard,
Staff of Arcane Blessing,,,Melee,Quarterstaves,Uncommon,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,Bless,1,Long Rest,Topple,Main Hand Attack,,Mystra's Blessing,,,,,1,TRUE,TRUE,"Staff of Arcane Blessing is an uncommon Quarterstaff which grants the wielder the ability to cast Bless. In addition, all Bless spells cast by the wielder grant an additional +1d4 to spell attack rolls.",,Staff of Arcane Blessing,
Staff of Crones,,,Melee,Quarterstaves,Uncommon,1.8kg,430,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,Ray of Sickness,1,Short Rest,Topple,Main Hand Attack,,,,,,,1,TRUE,TRUE,"Staff of Crones is an uncommon Quarterstaff and Story Item that grants the wielder the ability to cast the spell Ray of Sickness, once per Short Rest.",,Staff of Crones,
Bigboy's Chew Toy,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,,,,,Whossa Large Fellow?,2,Long Rest,"Topple, Concussive Smash, Flourish",Main Hand Attack,,,,,,,2,TRUE,TRUE,Bigboy's Chew Toy is a rare +1 Quarterstaff that grants its wielder the ability to cast Enlarge on themselves once per Long Rest.,,Bigboy's Chew Toy,
Cacophony,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,Thunder,1d4,,,Thunderous Smite,1,Short Rest,Topple,Main Hand Attack,,,,,,,2,TRUE,TRUE,Cacophony is a rare +1 Quarterstaff that grants the wielder the Thunderous Smite spell.,,Cacophony,
Caitiff Staff,,,Melee,Quarterstaves,Rare,1.8kg,190,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,"Caitiff's Restoration, Main Hand Attack",Long Rest,Arcane Enchantment (Caitiff Staff),,,,,3,TRUE,TRUE,"Caitiff Staff is a rare, moderately enchanted (+2) special variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Caitiff Staff,
Creation's Echo,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,Elemental Resonance,,,,,1,TRUE,TRUE,"Creation's Echo is a rare Quarterstaff that grants the wielder resistance to Acid, Fire, Lightning, Radiant, or Necrotic damage after first dealing damage of that element.",,Creation's Echo,
Despair of Athkatla,,,Melee,Quarterstaves,Rare,1.8kg,190,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,Arcane Enchantment (Despair of Athkatla),,,,,3,TRUE,TRUE,Despair of Athkatla is a rare +2 Quarterstaff that enhances the wielder's spells.,,Despair of Athkatla,
Gold Wyrmling Staff,,,Melee,Quarterstaves,Rare,1.8kg,320,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,Fire,1d4,,,Fire Bolt,,Per Turn,Topple,Main Hand Attack,,,,,,,1,TRUE,TRUE,Gold Wyrmling Staff is a rare +1 Quarterstaff that deals additional Fire damage with melee strikes and grants its wielder the Fire Bolt cantrip.,,Gold Wyrmling Staff,
Harper Sacredstriker,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,,,,,Spiritual Weapon,6,Long Rest,Topple,Main Hand Attack,,,,,,,3,TRUE,TRUE,Harper Sacredstriker is a rare +1 Quarterstaff that grants the wielder the Spiritual Weapon spell at level 6.,,Harper Sacredstriker,
Hollow's Staff,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,Necrotic,1d4,,,Arms of Hadar,3,Long Rest,Topple,Main Hand Attack,,Heightened Necromancy,,,,,3,TRUE,TRUE,"Hollow's Staff is a rare +1 Quarterstaff which makes it difficult for enemies to resist the wielder's spells, and grants the wielder the Arms of Hadar spell.",,Hollow's Staff,
Pale Oak,,,Melee,Quarterstaves,Rare,1.8kg,600,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,Faithwarden's Vines,1,Long Rest,Topple,Main Hand Attack,,Faithwarden's Stride,,,,,1,TRUE,TRUE,Pale Oak is a rare Quarterstaff that grants the Faithwarden's Vines spell and prevents the wielder from being Ensnared by vines.,,Pale Oak,
Quarterstaff +2,,,Melee,Quarterstaves,Rare,1.8kg,,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,"Quarterstaff +2 is a rare, moderately enchanted (+2) variant of the Quarterstaves family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Quarterstaff +2,
Staff of Interruption,,,Melee,Quarterstaves,Rare,1.8kg,190,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,Counterspell,5,Long Rest,Topple,Main Hand Attack,,,,,,,3,TRUE,TRUE,Staff of Interruption is a rare +2 Quarterstaff that allows the wielder to cast Counterspell at Level 5.,,Staff of Interruption,
Staff of the Emperor,,,Melee,Quarterstaves,Rare,1.8kg,190,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,"Imperial Retaliation, Arcane Enchantment (Staff of the Emperor)",,,,,3,TRUE,TRUE,Staff of the Emperor is a rare +2 Quarterstaff that enhances the wielder's spells and possibly stuns enemy spellcasters.,,Staff of the Emperor,
The Spellsparkler,,,Melee,Quarterstaves,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,Electric Veins,,,,,1,TRUE,TRUE,The Spellsparkler is a rare Quarterstaff that allows the wielder to generate Lightning Charges upon dealing damage with spells.,,The Spellsparkler,
Incandescent Staff,,,Melee,Quarterstaves,Very Rare,1.8kg,770,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,"Fireball, Fire Bolt",3,Long Rest,Topple,Main Hand Attack,,,,,Fire,,2,TRUE,FALSE,Incandescent Staff is a very rare Quarterstaff which grants the wielder a bonus to ranged spell Attack Rolls and resistance to Fire damage. It also grants the ability to cast the Fire Bolt and Fireball spells.,,Incandescent Staff,
Mourning Frost,,,Melee,Quarterstaves,Very Rare,1.8kg,770,1.5m,Versatile,FALSE,FALSE,FALSE,1,Bludgeoning,1d6,1d8,Cold,1d4,,,Ray of Frost,,Per Turn,Topple,Main Hand Attack,,"Heart of Ice, Insidious Cold",,,,,1,TRUE,TRUE,Mourning Frost is a very rare +1 Quarterstaff that enhances the wielder's Cold damaging spells with extra damage and the Chilled condition.,,Mourning Frost,
Staff of Cherished Necromancy,,,Melee,Quarterstaves,Very Rare,1.8kg,480,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,Necrotic,1d4,,,,,,Topple,Main Hand Attack,,"Heightened Necromancy, Life Essence Harvest",,,,,3,TRUE,TRUE,Staff of Cherished Necromancy is a very rare +2 Quarterstaff which greatly enhances Necromancy spells and can use a dead creature's essence to cast a Necromancy spell without costing a spell slot.,,Staff of Cherished Necromancy,
Staff of Spellpower,,,Melee,Quarterstaves,Very Rare,1.8kg,480,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,"Arcane Battery, Arcane Enchantment (Staff of Spellpower)",,,,,3,TRUE,TRUE,"Staff of Spell Power is a very rare + 2 Quarterstaff. It empowers the wielder's spells and can cast one spell without a expending a spell slot, once per Long Rest.",,Staff of Spellpower,
Staff of the Ram,,,Melee,Quarterstaves,Very Rare,1.8kg,480,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,Staff of the Ram,,,,,3,TRUE,TRUE,The Staff of the Ram is a +2 Quarterstaff that can Stun and push back a target on a hit.,,Staff of the Ram,
Woe,,,Melee,Quarterstaves,Very Rare,1.8kg,480,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,Blight,4,Long Rest,Topple,Main Hand Attack,,"Arcane Vampirism, Arcane Enchantment (Woe)",,,,,3,TRUE,TRUE,"Woe is a very rare, +2 Quarterstaff wielded by Cazador Szarr. It grants a +1 bonus to Spell Save DC and Spell Attack Rolls, access to the Blight spell, and healing when creatures fail Saving Throws by the caster's spells.",,Woe,
Markoheshkir,,,Melee,Quarterstaves,Story Item,1.8kg,640,1.5m,Versatile,FALSE,FALSE,FALSE,2,Bludgeoning,1d6,1d8,,,,,Kereska's Favour,4,Short Rest,Topple,Main Hand Attack,,"Arcane Battery, Arcane Enchantment (Markoheshkir)",,,,,3,TRUE,TRUE,"Markoheshkir is a legendary +2 Quarterstaff which empowers the wielder's spells and can be tuned towards a certain element, granting extra spells and effects. It can also cast a spell for free, once per long rest.",,Markoheshkir,
False Spear of the Night,,,Melee,Spears,Common,1.4kg,2,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"False Spear of the Night is a common variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,False Spear of the Night,
Makeshift Spear,,,Melee,Spears,Common,1.4kg,16,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Makeshift Spear is a common variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Makeshift Spear,
Pitchfork,,,Melee,Spears,Common,1.4kg,16,1.5m,Two-Handed,FALSE,FALSE,TRUE,,Piercing,1d6,1d6,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Pitchfork is a mundane, nonmagical variant of the Spears family of weapons. It is a simple melee weapon that must be wielded in both hands as it lacks the Versatile quality. It also cannot be used as a proper Thrown weapon as it also lacks that trait.",,Pitchfork,
Rusty Spear,,,Melee,Spears,Common,1.4kg,2,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Rusty Spear is a common variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Rusty Spear,
Sahuagin Spear,,,Melee,Spears,Common,1.4kg,16,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Sahuagin Spear is a mundane, nonmagical variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Sahuagin Spear,
Spear,,,Melee,Spears,Common,1.4kg,10,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Spear is a mundane, nonmagical variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Spear,
Lightning Jabber,,,Melee,Spears,Uncommon,1.4kg,65,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,"Shocking Sting, Throwing: Lightning Damage",,,,,2,TRUE,TRUE,"Lightning Jabber is an uncommon +1 Spear that deals extra Lightning damage when thrown, and also has a chance to Shock a target on hit.",,Lightning Jabber,
Spear +1,,,Melee,Spears,Uncommon,1.4kg,40,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Spear +1 is an uncommon, lightly enchanted (+1) variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Spear +1,
